Identifier,ProductCategory,ProductSubCategory,AnimalSpecies,AnimalSubSpecies,RiskfeedAnimalSubSpecies,AnimalSubSpeciesWeight,AnimalSubSpeciesConsumption,AnimalSubspeciesCompoundFeedIntake,Year,MinAnimalSubSpeciesCompoundFeedIntake,MaxAnimalSubSpeciesCompoundFeedIntake,,,
1.2.1.3.2,Grains,Barley,Pigs,Gilt,Zeugen opfok,50,2,15.9,2015,10,23.3,,,
1.2.1.3.3,Grains,Barley,Pigs,Gilt,Zeugen opfok,50,2,10,2014,10,23.3,,,
1.2.1.3.4,Grains,Barley,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,10,23.3,,,
1.2.1.3.5,Grains,Barley,Pigs,Gilt,Zeugen opfok,50,2,20.33,2017,10,23.3,,,
1.3.1.3.1,Grains,Maize,Pigs,Gilt,Zeugen opfok,50,2,11.1,2016,11.1,23.6,,,
1.3.1.3.2,Grains,Maize,Pigs,Gilt,Zeugen opfok,50,2,15.2,2015,11.1,23.6,,,
1.3.1.3.3,Grains,Maize,Pigs,Gilt,Zeugen opfok,50,2,23.6,2014,11.1,23.6,,,
1.3.1.3.4,Grains,Maize,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,11.1,23.6,,,
1.3.1.3.5,Grains,Maize,Pigs,Gilt,Zeugen opfok,50,2,14.96,2017,11.1,23.6,,,
1.4.1.3.1,Grains,Triticale,Pigs,Gilt,Zeugen opfok,50,2,2.3,2016,1.3,2.3,,,
1.4.1.3.2,Grains,Triticale,Pigs,Gilt,Zeugen opfok,50,2,2.3,2015,1.3,2.3,,,
1.4.1.3.3,Grains,Triticale,Pigs,Gilt,Zeugen opfok,50,2,1.3,2014,1.3,2.3,,,
1.4.1.3.4,Grains,Triticale,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,1.3,2.3,,,
1.4.1.3.5,Grains,Triticale,Pigs,Gilt,Zeugen opfok,50,2,1.5,2017,1.3,2.3,,,
1.5.1.3.1,Grains,Rye,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
1.5.1.3.2,Grains,Rye,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
1.5.1.3.3,Grains,Rye,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
1.5.1.3.4,Grains,Rye,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
1.5.1.3.5,Grains,Rye,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
1.6.1.3.1,Grains,Sorghum,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
1.6.1.3.2,Grains,Sorghum,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
1.6.1.3.3,Grains,Sorghum,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
1.6.1.3.4,Grains,Sorghum,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
1.6.1.3.5,Grains,Sorghum,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
1.7.1.3.1,Grains,Oats,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
1.7.1.3.2,Grains,Oats,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
1.7.1.3.3,Grains,Oats,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
1.7.1.3.4,Grains,Oats,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
1.7.1.3.5,Grains,Oats,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
1.8.1.3.1,Grains,Buckwheat/millet,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
1.8.1.3.2,Grains,Buckwheat/millet,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
1.8.1.3.3,Grains,Buckwheat/millet,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
1.8.1.3.4,Grains,Buckwheat/millet,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
1.8.1.3.5,Grains,Buckwheat/millet,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
1.9.1.3.1,Grains,CCM,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
1.9.1.3.2,Grains,CCM,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
1.9.1.3.3,Grains,CCM,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
1.9.1.3.4,Grains,CCM,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
1.9.1.3.5,Grains,CCM,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
1.10.1.3.1,Grains,Other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
1.10.1.3.2,Grains,Other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
1.10.1.3.3,Grains,Other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
1.10.1.3.4,Grains,Other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
1.10.1.3.5,Grains,Other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
2.1.1.3.1,GrainByproduct,Wheat products,Pigs,Gilt,Zeugen opfok,50,2,10.1,2016,10.1,12.93,,,
2.1.1.3.2,GrainByproduct,Wheat products,Pigs,Gilt,Zeugen opfok,50,2,12.3,2015,10.1,12.93,,,
2.1.1.3.3,GrainByproduct,Wheat products,Pigs,Gilt,Zeugen opfok,50,2,11.8,2014,10.1,12.93,,,
2.1.1.3.4,GrainByproduct,Wheat products,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,10.1,12.93,,,
2.1.1.3.5,GrainByproduct,Wheat products,Pigs,Gilt,Zeugen opfok,50,2,12.93,2017,10.1,12.93,,,
2.2.1.3.1,GrainByproduct,Maize products,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
2.2.1.3.2,GrainByproduct,Maize products,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
2.2.1.3.3,GrainByproduct,Maize products,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
2.2.1.3.4,GrainByproduct,Maize products,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
2.2.1.3.5,GrainByproduct,Maize products,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
2.3.1.3.1,GrainByproduct,Rice by-produts,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
2.3.1.3.2,GrainByproduct,Rice by-produts,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
2.3.1.3.3,GrainByproduct,Rice by-produts,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
2.3.1.3.4,GrainByproduct,Rice by-produts,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
2.3.1.3.5,GrainByproduct,Rice by-produts,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
2.4.1.3.1,GrainByproduct,By-products other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
2.4.1.3.2,GrainByproduct,By-products other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
2.4.1.3.3,GrainByproduct,By-products other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
2.4.1.3.4,GrainByproduct,By-products other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
2.4.1.3.5,GrainByproduct,By-products other cereal grains,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
2.5.1.3.1,GrainByproduct,Bakery products,Pigs,Gilt,Zeugen opfok,50,2,4.6,2016,3.9,6.5,,,
2.5.1.3.2,GrainByproduct,Bakery products,Pigs,Gilt,Zeugen opfok,50,2,3.9,2015,3.9,6.5,,,
2.5.1.3.3,GrainByproduct,Bakery products,Pigs,Gilt,Zeugen opfok,50,2,6.5,2014,3.9,6.5,,,
2.5.1.3.4,GrainByproduct,Bakery products,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,3.9,6.5,,,
2.5.1.3.5,GrainByproduct,Bakery products,Pigs,Gilt,Zeugen opfok,50,2,4.57,2017,3.9,6.5,,,
2.6.1.3.1,GrainByproduct,DDGS,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
2.6.1.3.2,GrainByproduct,DDGS,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
2.6.1.3.3,GrainByproduct,DDGS,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
2.6.1.3.4,GrainByproduct,DDGS,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
2.6.1.3.5,GrainByproduct,DDGS,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.1.1.3.1,OilseedByproduct,Soya expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,5.4,2016,6.24,8.3,,,
3.1.1.3.2,OilseedByproduct,Soya expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,5.6,2015,6.24,8.3,,,
3.1.1.3.3,OilseedByproduct,Soya expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,8.3,2014,6.24,8.3,,,
3.1.1.3.4,OilseedByproduct,Soya expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,6.24,8.3,,,
3.1.1.3.5,OilseedByproduct,Soya expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,6.24,2017,6.24,8.3,,,
3.2.1.3.1,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,6.4,2016,6.2,7.14,,,
3.2.1.3.2,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,6.8,2015,6.2,7.14,,,
3.2.1.3.3,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,6.2,2014,6.2,7.14,,,
3.2.1.3.4,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,6.2,7.14,,,
3.2.1.3.5,OilseedByproduct,Sunflowerseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,7.14,2017,6.2,7.14,,,
3.3.1.3.1,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.3.1.3.2,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.3.1.3.3,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.3.1.3.4,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.3.1.3.5,OilseedByproduct,Coconut/copra expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.4.1.3.1,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.4.1.3.2,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.4.1.3.3,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.4.1.3.4,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.4.1.3.5,OilseedByproduct,Palmkernel expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.5.1.3.1,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Gilt,Zeugen opfok,50,2,6.8,2016,3.43,6.8,,,
3.5.1.3.2,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Gilt,Zeugen opfok,50,2,6.6,2015,3.43,6.8,,,
3.5.1.3.3,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Gilt,Zeugen opfok,50,2,6.8,2014,3.43,6.8,,,
3.5.1.3.4,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Gilt,Zeugen opfok,50,2,NA,2013,3.43,6.8,,,
3.5.1.3.5,OilseedByproduct,"Rapeseed, expeller/extracted",Pigs,Gilt,Zeugen opfok,50,2,3.43,2017,3.43,6.8,,,
3.6.1.3.1,OilseedByproduct,Maize germ meal,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.6.1.3.2,OilseedByproduct,Maize germ meal,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.6.1.3.3,OilseedByproduct,Maize germ meal,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.6.1.3.4,OilseedByproduct,Maize germ meal,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.6.1.3.5,OilseedByproduct,Maize germ meal,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.7.1.3.1,OilseedByproduct,Maize gluten feed,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.7.1.3.2,OilseedByproduct,Maize gluten feed,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.7.1.3.3,OilseedByproduct,Maize gluten feed,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.7.1.3.4,OilseedByproduct,Maize gluten feed,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.7.1.3.5,OilseedByproduct,Maize gluten feed,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.8.1.3.1,OilseedByproduct,Linseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.8.1.3.2,OilseedByproduct,Linseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.8.1.3.3,OilseedByproduct,Linseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.8.1.3.4,OilseedByproduct,Linseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.8.1.3.5,OilseedByproduct,Linseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.9.1.3.1,OilseedByproduct,Groundnut expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.9.1.3.2,OilseedByproduct,Groundnut expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.9.1.3.3,OilseedByproduct,Groundnut expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.9.1.3.4,OilseedByproduct,Groundnut expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.9.1.3.5,OilseedByproduct,Groundnut expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.10.1.3.1,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.10.1.3.2,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.10.1.3.3,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.10.1.3.4,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.10.1.3.5,OilseedByproduct,Cottonseed expeller/extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.11.1.3.1,OilseedByproduct,Soya hulls,Pigs,Gilt,Zeugen opfok,50,2,1,2016,0,1,,,
3.11.1.3.2,OilseedByproduct,Soya hulls,Pigs,Gilt,Zeugen opfok,50,2,0.9,2015,0,1,,,
3.11.1.3.3,OilseedByproduct,Soya hulls,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,1,,,
3.11.1.3.4,OilseedByproduct,Soya hulls,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,1,,,
3.11.1.3.5,OilseedByproduct,Soya hulls,Pigs,Gilt,Zeugen opfok,50,2,0.95,2017,0,1,,,
3.12.1.3.1,OilseedByproduct,Soya concentrate,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.12.1.3.2,OilseedByproduct,Soya concentrate,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.12.1.3.3,OilseedByproduct,Soya concentrate,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.12.1.3.4,OilseedByproduct,Soya concentrate,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.12.1.3.5,OilseedByproduct,Soya concentrate,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.13.1.3.1,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.13.1.3.2,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.13.1.3.3,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.13.1.3.4,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.13.1.3.5,OilseedByproduct,Rumen-protected rapeseed extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.14.1.3.1,OilseedByproduct,Rumen-protected soya extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.14.1.3.2,OilseedByproduct,Rumen-protected soya extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.14.1.3.3,OilseedByproduct,Rumen-protected soya extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.14.1.3.4,OilseedByproduct,Rumen-protected soya extracted,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.14.1.3.5,OilseedByproduct,Rumen-protected soya extracted,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
3.15.1.3.1,OilseedByproduct,Maize glutenmeal,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
3.15.1.3.2,OilseedByproduct,Maize glutenmeal,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
3.15.1.3.3,OilseedByproduct,Maize glutenmeal,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
3.15.1.3.4,OilseedByproduct,Maize glutenmeal,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
3.15.1.3.5,OilseedByproduct,Maize glutenmeal,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
4.1.1.3.1,Legumes,Pea,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
4.1.1.3.2,Legumes,Pea,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
4.1.1.3.3,Legumes,Pea,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
4.1.1.3.4,Legumes,Pea,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
4.1.1.3.5,Legumes,Pea,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
4.2.1.3.1,Legumes,Lupines,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
4.2.1.3.2,Legumes,Lupines,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
4.2.1.3.3,Legumes,Lupines,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
4.2.1.3.4,Legumes,Lupines,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
4.2.1.3.5,Legumes,Lupines,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
4.3.1.3.1,Legumes,Beans,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
4.3.1.3.2,Legumes,Beans,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
4.3.1.3.3,Legumes,Beans,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
4.3.1.3.4,Legumes,Beans,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
4.3.1.3.5,Legumes,Beans,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
5.1.1.3.1,OilSeeds,Soya bean,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
5.1.1.3.2,OilSeeds,Soya bean,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
5.1.1.3.3,OilSeeds,Soya bean,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
5.1.1.3.4,OilSeeds,Soya bean,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
5.1.1.3.5,OilSeeds,Soya bean,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
5.2.1.3.1,OilSeeds,Rapeseed,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
5.2.1.3.2,OilSeeds,Rapeseed,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
5.2.1.3.3,OilSeeds,Rapeseed,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
5.2.1.3.4,OilSeeds,Rapeseed,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
5.2.1.3.5,OilSeeds,Rapeseed,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
5.3.1.3.1,OilSeeds,Linseed,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
5.3.1.3.2,OilSeeds,Linseed,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
5.3.1.3.3,OilSeeds,Linseed,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
5.3.1.3.4,OilSeeds,Linseed,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
5.3.1.3.5,OilSeeds,Linseed,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
5.4.1.3.1,OilSeeds,Sunflowerseeds,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
5.4.1.3.2,OilSeeds,Sunflowerseeds,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
5.4.1.3.3,OilSeeds,Sunflowerseeds,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
5.4.1.3.4,OilSeeds,Sunflowerseeds,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
5.4.1.3.5,OilSeeds,Sunflowerseeds,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
5.5.1.3.1,OilSeeds,Miscellaneous seeds,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
5.5.1.3.2,OilSeeds,Miscellaneous seeds,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
5.5.1.3.3,OilSeeds,Miscellaneous seeds,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
5.5.1.3.4,OilSeeds,Miscellaneous seeds,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
5.5.1.3.5,OilSeeds,Miscellaneous seeds,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
6.1.1.3.1,Diverse,Algae,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
6.1.1.3.2,Diverse,Algae,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
6.1.1.3.3,Diverse,Algae,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
6.1.1.3.4,Diverse,Algae,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
6.1.1.3.5,Diverse,Algae,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
6.2.1.3.1,Diverse,Manioc,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
6.2.1.3.2,Diverse,Manioc,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
6.2.1.3.3,Diverse,Manioc,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
6.2.1.3.4,Diverse,Manioc,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
6.2.1.3.5,Diverse,Manioc,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
6.3.1.3.1,Diverse,Grass-/clover-/alfalfa meal,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
6.3.1.3.2,Diverse,Grass-/clover-/alfalfa meal,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
6.3.1.3.3,Diverse,Grass-/clover-/alfalfa meal,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
6.3.1.3.4,Diverse,Grass-/clover-/alfalfa meal,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
6.3.1.3.5,Diverse,Grass-/clover-/alfalfa meal,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
6.4.1.3.1,Diverse,Dried beet pulp,Pigs,Gilt,Zeugen opfok,50,2,2.3,2016,2,2.9,,,
6.4.1.3.2,Diverse,Dried beet pulp,Pigs,Gilt,Zeugen opfok,50,2,2.7,2015,2,2.9,,,
6.4.1.3.3,Diverse,Dried beet pulp,Pigs,Gilt,Zeugen opfok,50,2,2.9,2014,2,2.9,,,
6.4.1.3.4,Diverse,Dried beet pulp,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,2,2.9,,,
6.4.1.3.5,Diverse,Dried beet pulp,Pigs,Gilt,Zeugen opfok,50,2,2,2017,2,2.9,,,
6.5.1.3.1,Diverse,Citrus pulp,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
6.5.1.3.2,Diverse,Citrus pulp,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
6.5.1.3.3,Diverse,Citrus pulp,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
6.5.1.3.4,Diverse,Citrus pulp,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
6.5.1.3.5,Diverse,Citrus pulp,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
6.6.1.3.1,Diverse,Sugar cane molasses,Pigs,Gilt,Zeugen opfok,50,2,1,2016,1,1.5,,,
6.6.1.3.2,Diverse,Sugar cane molasses,Pigs,Gilt,Zeugen opfok,50,2,1.5,2015,1,1.5,,,
6.6.1.3.3,Diverse,Sugar cane molasses,Pigs,Gilt,Zeugen opfok,50,2,1.5,2014,1,1.5,,,
6.6.1.3.4,Diverse,Sugar cane molasses,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,1,1.5,,,
6.6.1.3.5,Diverse,Sugar cane molasses,Pigs,Gilt,Zeugen opfok,50,2,1.36,2017,1,1.5,,,
6.7.1.3.1,Diverse,Vinasse,Pigs,Gilt,Zeugen opfok,50,2,0,2016,0,0,,,
6.7.1.3.2,Diverse,Vinasse,Pigs,Gilt,Zeugen opfok,50,2,0,2015,0,0,,,
6.7.1.3.3,Diverse,Vinasse,Pigs,Gilt,Zeugen opfok,50,2,0,2014,0,0,,,
6.7.1.3.4,Diverse,Vinasse,Pigs,Gilt,Zeugen opfok,50,2,NA,2013,0,0,,,
6.7.1.3.5,Diverse,Vinasse,Pigs,Gilt,Zeugen opfok,50,2,0,2017,0,0,,,
